3.973525e+01, -8.820500e+00, -93.967

3.973525e+01, -8.820503e+00, -91.586

3.973525e+01, -8.820503e+00, -92.662

3.973525e+01, -8.820503e+00, -92.279

3.973525e+01, -8.820503e+00, -90.94

3.973525e+01, -8.820503e+00, -90.927

3.973525e+01, -8.820502e+00, -89.343

3.973525e+01, -8.820505e+00, -95.461

3.973524e+01, -8.820512e+00, -96.998

3.973524e+01, -8.820515e+00, -94.855

3.973524e+01, -8.820530e+00, -94.804

3.973524e+01, -8.820543e+00, -92.489

3.973527e+01, -8.820593e+00, -95.613

3.973527e+01, -8.820625e+00, -90.104

3.973527e+01, -8.820643e+00, -96.233

3.973528e+01, -8.820657e+00, -90.844

3.973530e+01, -8.820660e+00, -93.141

3.973531e+01, -8.820668e+00, -96.109

3.973533e+01, -8.820678e+00, -84.97

3.973533e+01, -8.820677e+00, -80.45

3.973533e+01, -8.820673e+00, -86.392

3.973533e+01, -8.820663e+00, -92.619

3.973533e+01, -8.820615e+00, -90.069

3.973535e+01, -8.820628e+00, -92.905

3.973535e+01, -8.820625e+00, -85.838

3.973535e+01, -8.820635e+00, -96.995

3.973534e+01, -8.820643e+00, -84.162

3.973533e+01, -8.820660e+00, -82.848

3.973533e+01, -8.820673e+00, -88.493

3.973531e+01, -8.820680e+00, -84.415

3.973530e+01, -8.820673e+00, -91.85

3.973529e+01, -8.820667e+00, -90.797

3.973526e+01, -8.820670e+00, -82.917

3.973525e+01, -8.820662e+00, -77.878

3.973524e+01, -8.820650e+00, -76.661

3.973523e+01, -8.820638e+00, -81.052

3.973522e+01, -8.820633e+00, -80.678

3.973521e+01, -8.820637e+00, -88.451

3.973520e+01, -8.820643e+00, -67.979

3.973519e+01, -8.820653e+00, -67.058

3.973519e+01, -8.820662e+00, -62.408

3.973519e+01, -8.820668e+00, -65.077

3.973518e+01, -8.820678e+00, -65.45

3.973517e+01, -8.820688e+00, -67.676

3.973517e+01, -8.820702e+00, -70.369

3.973517e+01, -8.820713e+00, -76.712

3.973516e+01, -8.820725e+00, -80.892

3.973515e+01, -8.820735e+00, -96.713

3.973515e+01, -8.820745e+00, -87.322

3.973514e+01, -8.820755e+00, -84.118

3.973514e+01, -8.820765e+00, -87.019

3.973513e+01, -8.820773e+00, -86.4

3.973513e+01, -8.820782e+00, -96.526

3.973512e+01, -8.820790e+00, -91.701

3.973511e+01, -8.820797e+00, -86.607

3.973511e+01, -8.820803e+00, -83.236

3.973510e+01, -8.820810e+00, -92.238

3.973509e+01, -8.820817e+00, -93.914

3.973509e+01, -8.820827e+00, -83.802

3.973508e+01, -8.820837e+00, -91.839

3.973507e+01, -8.820847e+00, -90.945

3.973507e+01, -8.820857e+00, -93.782

